지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2006,경기도,용인시수지구,당뇨병의료이용률,193239,8074,4.18
2006,경기도,파주시,당뇨병의료이용률,193213,11643,6.03
2006,경기도,이천시,당뇨병의료이용률,139181,7010,5.04
2006,경기도,안성시,당뇨병의료이용률,119896,6241,5.21
2006,경기도,김포시,당뇨병의료이용률,153119,7901,5.16
2006,경기도,화성시,당뇨병의료이용률,226650,10116,4.46
2006,경기도,광주시,당뇨병의료이용률,161272,8010,4.97
2006,경기도,양주시,당뇨병의료이용률,115755,6291,5.43
2006,경기도,포천시,당뇨병의료이용률,114076,7136,6.26
2006,경기도,여주군,당뇨병의료이용률,79230,5018,6.33
2006,경기도,연천군,당뇨병의료이용률,33992,2509,7.38
2006,경기도,가평군,당뇨병의료이용률,41836,3015,7.21
2006,경기도,양평군,당뇨병의료이용률,66408,4501,6.78
2006,강원도,춘천시,당뇨병의료이용률,187047,10313,5.51
2006,강원도,원주시,당뇨병의료이용률,207250,11616,5.6
2006,강원도,강릉시,당뇨병의료이용률,168477,8685,5.16
2006,강원도,동해시,당뇨병의료이용률,70142,3859,5.5
2006,강원도,태백시,당뇨병의료이용률,41265,2345,5.68
2006,강원도,속초시,당뇨병의료이용률,63311,3404,5.38
2006,강원도,삼척시,당뇨병의료이용률,56889,3253,5.72
2006,강원도,홍천군,당뇨병의료이용률,52047,3251,6.25
2006,강원도,횡성군,당뇨병의료이용률,35009,2305,6.58
2006,강원도,영월군,당뇨병의료이용률,33255,2142,6.44
2006,강원도,평창군,당뇨병의료이용률,35950,2228,6.2
2006,강원도,정선군,당뇨병의료이용률,35992,2197,6.1
2006,강원도,철원군,당뇨병의료이용률,33427,2227,6.66
2006,강원도,화천군,당뇨병의료이용률,14845,1169,7.87
2006,강원도,양구군,당뇨병의료이용률,14164,956,6.75
2006,강원도,인제군,당뇨병의료이용률,21174,1341,6.33
2006,강원도,고성군,당뇨병의료이용률,24412,1523,6.24
2006,강원도,양양군,당뇨병의료이용률,22945,1287,5.61
2006,충청북도,청주시상당구,당뇨병의료이용률,184957,8491,4.59
2006,충청북도,청주시흥덕구,당뇨병의료이용률,266729,10386,3.89
2006,충청북도,충주시,당뇨병의료이용률,153025,8692,5.68
2006,충청북도,제천시,당뇨병의료이용률,105480,5864,5.56
2006,충청북도,청원군,당뇨병의료이용률,92045,5251,5.7
2006,충청북도,보은군,당뇨병의료이용률,30265,1891,6.25
2006,충청북도,옥천군,당뇨병의료이용률,44564,3030,6.8
2006,충청북도,영동군,당뇨병의료이용률,41404,2581,6.23
2006,충청북도,증평군,당뇨병의료이용률,22004,1184,5.38
2006,충청북도,진천군,당뇨병의료이용률,46623,2568,5.51
2006,충청북도,괴산군,당뇨병의료이용률,32344,2268,7.01
2006,충청북도,음성군,당뇨병의료이용률,66606,4012,6.02
2006,충청북도,단양군,당뇨병의료이용률,27443,1802,6.57
2006,충청남도,천안시,당뇨병의료이용률,370616,15646,4.22
2006,충청남도,공주시,당뇨병의료이용률,100730,6007,5.96
2006,충청남도,보령시,당뇨병의료이용률,83619,4863,5.82
2006,충청남도,아산시,당뇨병의료이용률,157964,8331,5.27
2006,충청남도,서산시,당뇨병의료이용률,109491,5128,4.68
2006,충청남도,논산시,당뇨병의료이용률,102673,7071,6.89
2006,충청남도,계룡시,당뇨병의료이용률,14675,694,4.73
2006,충청남도,금산군,당뇨병의료이용률,47512,3113,6.55
2006,충청남도,연기군,당뇨병의료이용률,65342,4046,6.19
2006,충청남도,부여군,당뇨병의료이용률,65077,4296,6.6
2006,충청남도,서천군,당뇨병의료이용률,51694,3493,6.76
2006,충청남도,청양군,당뇨병의료이용률,28480,1972,6.92
2006,충청남도,홍성군,당뇨병의료이용률,71244,3995,5.61
2006,충청남도,예산군,당뇨병의료이용률,72669,4567,6.28
2006,충청남도,태안군,당뇨병의료이용률,50917,2831,5.56
2006,충청남도,당진군,당뇨병의료이용률,93181,4914,5.27
2006,전라북도,전주시완산구,당뇨병의료이용률,250551,11597,4.63
2006,전라북도,전주시덕진구,당뇨병의료이용률,197365,8969,4.54
2006,전라북도,군산시,당뇨병의료이용률,196318,11003,5.6
2006,전라북도,익산시,당뇨병의료이용률,235243,13015,5.53
2006,전라북도,정읍시,당뇨병의료이용률,99503,6384,6.42
2006,전라북도,남원시,당뇨병의료이용률,72335,4063,5.62
2006,전라북도,김제시,당뇨병의료이용률,82574,5233,6.34
2006,전라북도,완주군,당뇨병의료이용률,66171,3885,5.87
2006,전라북도,진안군,당뇨병의료이용률,23693,1353,5.71
2006,전라북도,무주군,당뇨병의료이용률,21038,1291,6.14
2006,전라북도,장수군,당뇨병의료이용률,20138,1139,5.66
2006,전라북도,임실군,당뇨병의료이용률,27042,1713,6.33
2006,전라북도,순창군,당뇨병의료이용률,25920,1648,6.36
2006,전라북도,고창군,당뇨병의료이용률,51324,3513,6.84
2006,전라북도,부안군,당뇨병의료이용률,52269,3856,7.38
2006,전라남도,목포시,당뇨병의료이용률,175181,9556,5.45
2006,전라남도,여수시,당뇨병의료이용률,223275,12342,5.53
2006,전라남도,순천시,당뇨병의료이용률,193652,8968,4.63
2006,전라남도,나주시,당뇨병의료이용률,78621,5405,6.87
2006,전라남도,광양시,당뇨병의료이용률,95302,3756,3.94
2006,전라남도,담양군,당뇨병의료이용률,41057,2784,6.78
2006,전라남도,곡성군,당뇨병의료이용률,27928,1746,6.25
2006,전라남도,구례군,당뇨병의료이용률,24100,1654,6.86
2006,전라남도,고흥군,당뇨병의료이용률,69448,5349,7.7
2006,전라남도,보성군,당뇨병의료이용률,43447,3006,6.92
2006,전라남도,화순군,당뇨병의료이용률,56580,3320,5.87
2006,전라남도,장흥군,당뇨병의료이용률,36380,2554,7.02
2006,전라남도,강진군,당뇨병의료이용률,34247,2399,7
2006,전라남도,해남군,당뇨병의료이용률,68649,4613,6.72
2006,전라남도,영암군,당뇨병의료이용률,47951,2934,6.12
2006,전라남도,무안군,당뇨병의료이용률,49753,3327,6.69
2006,전라남도,함평군,당뇨병의료이용률,32956,2516,7.63
2006,전라남도,영광군,당뇨병의료이용률,48275,3689,7.64
2006,전라남도,장성군,당뇨병의료이용률,37758,2763,7.32
2006,전라남도,완도군,당뇨병의료이용률,47383,3060,6.46
2006,전라남도,진도군,당뇨병의료이용률,29580,2027,6.85
2006,전라남도,신안군,당뇨병의료이용률,38968,2529,6.49
2006,경상북도,포항시남구,당뇨병의료이용률,187338,7965,4.25
2006,경상북도,포항시북구,당뇨병의료이용률,186408,8626,4.63
2006,경상북도,경주시,당뇨병의료이용률,212425,11294,5.32
2006,경상북도,김천시,당뇨병의료이용률,110634,5701,5.15
2006,경상북도,안동시,당뇨병의료이용률,133903,7974,5.96
2006,경상북도,구미시,당뇨병의료이용률,265364,8888,3.35
2006,경상북도,영주시,당뇨병의료이용률,93179,5299,5.69
2006,경상북도,영천시,당뇨병의료이용률,85445,5477,6.41
2006,경상북도,상주시,당뇨병의료이용률,88787,5232,5.89
2006,경상북도,문경시,당뇨병의료이용률,62125,4101,6.6
2006,경상북도,경산시,당뇨병의료이용률,171941,8071,4.69
2006,경상북도,군위군,당뇨병의료이용률,23696,1534,6.47
2006,경상북도,의성군,당뇨병의료이용률,54962,3845,7
2006,경상북도,청송군,당뇨병의료이용률,24410,1585,6.49
2006,경상북도,영양군,당뇨병의료이용률,16872,1026,6.08
2006,경상북도,영덕군,당뇨병의료이용률,37421,2543,6.8
2006,경상북도,청도군,당뇨병의료이용률,39498,2633,6.67
2006,경상북도,고령군,당뇨병의료이용률,28709,1668,5.81
2006,경상북도,성주군,당뇨병의료이용률,39020,2290,5.87
2006,경상북도,칠곡군,당뇨병의료이용률,81420,3663,4.5
2006,경상북도,예천군,당뇨병의료이용률,41895,2784,6.65
2006,경상북도,봉화군,당뇨병의료이용률,30624,1933,6.31
2006,경상북도,울진군,당뇨병의료이용률,44841,2583,5.76
2006,경상북도,울릉군,당뇨병의료이용률,7612,477,6.27
2006,경상남도,창원시,당뇨병의료이용률,352223,11463,3.25
2006,경상남도,마산시,당뇨병의료이용률,324252,15038,4.64
2006,경상남도,진주시,당뇨병의료이용률,249790,11330,4.54
2006,경상남도,진해시,당뇨병의료이용률,97114,4670,4.81
2006,경상남도,통영시,당뇨병의료이용률,102169,5209,5.1
2006,경상남도,사천시,당뇨병의료이용률,84389,4469,5.3
2006,경상남도,김해시,당뇨병의료이용률,312591,12536,4.01
2006,경상남도,밀양시,당뇨병의료이용률,90221,5310,5.89
2006,경상남도,거제시,당뇨병의료이용률,141543,5451,3.85
2006,경상남도,양산시,당뇨병의료이용률,162418,7174,4.42
2006,경상남도,의령군,당뇨병의료이용률,26199,1803,6.88
2006,경상남도,함안군,당뇨병의료이용률,49217,2913,5.92
2006,경상남도,창녕군,당뇨병의료이용률,52641,3459,6.57
2006,경상남도,고성군,당뇨병의료이용률,46087,2923,6.34
2006,경상남도,남해군,당뇨병의료이용률,42843,2983,6.96
2006,경상남도,하동군,당뇨병의료이용률,42615,2461,5.77
2006,경상남도,산청군,당뇨병의료이용률,30515,1922,6.3
2006,경상남도,함양군,당뇨병의료이용률,33824,1878,5.55
2006,경상남도,거창군,당뇨병의료이용률,50766,2535,4.99
2006,경상남도,합천군,당뇨병의료이용률,47881,2824,5.9
2006,제주도,제주시,당뇨병의료이용률,215600,7654,3.55
2006,제주도,서귀포시,당뇨병의료이용률,61901,2715,4.39
2006,제주도,북제주군,당뇨병의료이용률,74728,3150,4.22
2006,제주도,남제주군,당뇨병의료이용률,56254,2521,4.48
2007,서울특별시,종로구,당뇨병의료이용률,137888,7497,5.44
2007,서울특별시,중구,당뇨병의료이용률,113726,6234,5.48
2007,서울특별시,용산구,당뇨병의료이용률,189740,10242,5.4
2007,서울특별시,성동구,당뇨병의료이용률,266709,14109,5.29
2007,서울특별시,광진구,당뇨병의료이용률,294479,12880,4.37
2007,서울특별시,동대문구,당뇨병의료이용률,306261,16979,5.54
2007,서울특별시,중랑구,당뇨병의료이용률,334680,17405,5.2
2007,서울특별시,성북구,당뇨병의료이용률,375510,19828,5.28
2007,서울특별시,강북구,당뇨병의료이용률,278830,15695,5.63
2007,서울특별시,도봉구,당뇨병의료이용률,290690,14637,5.04
2007,서울특별시,노원구,당뇨병의료이용률,461489,22658,4.91
2007,서울특별시,은평구,당뇨병의료이용률,362552,19439,5.36
2007,서울특별시,서대문구,당뇨병의료이용률,279019,14821,5.31
2007,서울특별시,마포구,당뇨병의료이용률,315304,15284,4.85
2007,서울특별시,양천구,당뇨병의료이용률,373716,16384,4.38
2007,서울특별시,강서구,당뇨병의료이용률,430439,20592,4.78
2007,서울특별시,구로구,당뇨병의료이용률,332880,15676,4.71
2007,서울특별시,금천구,당뇨병의료이용률,199921,9771,4.89
2007,서울특별시,영등포구,당뇨병의료이용률,327716,15891,4.85
2007,서울특별시,동작구,당뇨병의료이용률,325862,15161,4.65
2007,서울특별시,관악구,당뇨병의료이용률,435852,18537,4.25
2007,서울특별시,서초구,당뇨병의료이용률,325725,12755,3.92
2007,서울특별시,강남구,당뇨병의료이용률,449040,16088,3.58
2007,서울특별시,송파구,당뇨병의료이용률,468198,19506,4.17
2007,서울특별시,강동구,당뇨병의료이용률,357470,15976,4.47
2007,부산광역시,중구,당뇨병의료이용률,43378,2917,6.72
2007,부산광역시,서구,당뇨병의료이용률,110696,7091,6.41
2007,부산광역시,동구,당뇨병의료이용률,88009,6016,6.84
2007,부산광역시,영도구,당뇨병의료이용률,129418,8390,6.48
2007,부산광역시,부산진구,당뇨병의료이용률,324292,17538,5.41
2007,부산광역시,동래구,당뇨병의료이용률,219442,10763,4.9
2007,부산광역시,남구,당뇨병의료이용률,233646,12830,5.49
2007,부산광역시,북구,당뇨병의료이용률,247019,11297,4.57
2007,부산광역시,해운대구,당뇨병의료이용률,314707,15612,4.96
2007,부산광역시,사하구,당뇨병의료이용률,283556,14277,5.03
2007,부산광역시,금정구,당뇨병의료이용률,208350,10296,4.94
2007,부산광역시,강서구,당뇨병의료이용률,45981,2667,5.8
2007,부산광역시,연제구,당뇨병의료이용률,169892,8924,5.25
2007,부산광역시,수영구,당뇨병의료이용률,142767,7400,5.18
2007,부산광역시,사상구,당뇨병의료이용률,211050,9826,4.66
2007,부산광역시,기장군,당뇨병의료이용률,61984,3829,6.18
2007,대구광역시,중구,당뇨병의료이용률,66072,4336,6.56
2007,대구광역시,동구,당뇨병의료이용률,259147,14362,5.54
2007,대구광역시,서구,당뇨병의료이용률,193687,10229,5.28
2007,대구광역시,남구,당뇨병의료이용률,146810,7995,5.45
2007,대구광역시,북구,당뇨병의료이용률,342708,15809,4.61
2007,대구광역시,수성구,당뇨병의료이용률,321331,15142,4.71
2007,대구광역시,달서구,당뇨병의료이용률,434631,19256,4.43
2007,대구광역시,달성군,당뇨병의료이용률,117232,5624,4.8
2007,인천광역시,중구,당뇨병의료이용률,73691,4558,6.19
2007,인천광역시,동구,당뇨병의료이용률,60659,3859,6.36
2007,인천광역시,남구,당뇨병의료이용률,329573,17936,5.44
2007,인천광역시,연수구,당뇨병의료이용률,194975,8462,4.34
2007,인천광역시,남동구,당뇨병의료이용률,297735,13656,4.59
2007,인천광역시,부평구,당뇨병의료이용률,426205,20700,4.86
2007,인천광역시,계양구,당뇨병의료이용률,245537,10385,4.23
2007,인천광역시,서구,당뇨병의료이용률,281015,12563,4.47
2007,인천광역시,강화군,당뇨병의료이용률,53672,3870,7.21
2007,인천광역시,옹진군,당뇨병의료이용률,12507,892,7.13
2007,광주광역시,동구,당뇨병의료이용률,91746,5449,5.94
2007,광주광역시,서구,당뇨병의료이용률,219935,9919,4.51
2007,광주광역시,남구,당뇨병의료이용률,159865,8313,5.2
2007,광주광역시,북구,당뇨병의료이용률,336735,15666,4.65
2007,광주광역시,광산구,당뇨병의료이용률,210171,8873,4.22
2007,대전광역시,동구,당뇨병의료이용률,185956,10982,5.91
2007,대전광역시,중구,당뇨병의료이용률,202373,11416,5.64
2007,대전광역시,서구,당뇨병의료이용률,364898,15650,4.29
2007,대전광역시,유성구,당뇨병의료이용률,165799,6532,3.94
2007,대전광역시,대덕구,당뇨병의료이용률,159030,7550,4.75
2007,울산광역시,중구,당뇨병의료이용률,175986,8090,4.6
2007,울산광역시,남구,당뇨병의료이용률,253278,10048,3.97
2007,울산광역시,동구,당뇨병의료이용률,139388,5345,3.83
2007,울산광역시,북구,당뇨병의료이용률,101967,3752,3.68
2007,울산광역시,울주군,당뇨병의료이용률,132562,6629,5
2007,경기도,수원시장안구,당뇨병의료이용률,210207,9532,4.53
2007,경기도,수원시권선구,당뇨병의료이용률,220753,9486,4.3
2007,경기도,수원시팔달구,당뇨병의료이용률,169889,8053,4.74
2007,경기도,수원시영통구,당뇨병의료이용률,175544,5479,3.12
2007,경기도,성남시수정구,당뇨병의료이용률,203012,9506,4.68
2007,경기도,성남시중원구,당뇨병의료이용률,206767,9915,4.8
2007,경기도,성남시분당구,당뇨병의료이용률,322373,12775,3.96
2007,경기도,의정부시,당뇨병의료이용률,304256,16644,5.47
2007,경기도,안양시만안구,당뇨병의료이용률,205036,9814,4.79
2007,경기도,안양시동안구,당뇨병의료이용률,258603,10226,3.95
2007,경기도,부천시원미구,당뇨병의료이용률,331267,14119,4.26
2007,경기도,부천시소사구,당뇨병의료이용률,173082,8264,4.77
2007,경기도,부천시오정구,당뇨병의료이용률,140431,7165,5.1
2007,경기도,광명시,당뇨병의료이용률,235869,11285,4.78
2007,경기도,평택시,당뇨병의료이용률,289724,15974,5.51
2007,경기도,동두천시,당뇨병의료이용률,64319,4319,6.71
2007,경기도,안산시상록구,당뇨병의료이용률,263064,10874,4.13
2007,경기도,안산시단원구,당뇨병의료이용률,247107,9547,3.86
2007,경기도,고양시덕양구,당뇨병의료이용률,279812,14583,5.21
2007,경기도,고양시일산동구,당뇨병의료이용률,174162,7971,4.58
2007,경기도,고양시일산서구,당뇨병의료이용률,201671,9428,4.67
2007,경기도,과천시,당뇨병의료이용률,43263,1700,3.93
2007,경기도,구리시,당뇨병의료이용률,142124,7057,4.97
2007,경기도,남양주시,당뇨병의료이용률,343355,18872,5.5
2007,경기도,오산시,당뇨병의료이용률,97878,4071,4.16
2007,경기도,시흥시,당뇨병의료이용률,282851,12041,4.26
2007,경기도,군포시,당뇨병의료이용률,202846,8279,4.08
2007,경기도,의왕시,당뇨병의료이용률,103453,4794,4.63
2007,경기도,하남시,당뇨병의료이용률,105114,5727,5.45
2007,경기도,용인시처인구,당뇨병의료이용률,148997,8217,5.51
2007,경기도,용인시기흥구,당뇨병의료이용률,203487,8719,4.28
2007,경기도,용인시수지구,당뇨병의료이용률,203035,8866,4.37
2007,경기도,파주시,당뇨병의료이용률,218039,13382,6.14
2007,경기도,이천시,당뇨병의료이용률,142272,7573,5.32
2007,경기도,안성시,당뇨병의료이용률,123331,6748,5.47
2007,경기도,김포시,당뇨병의료이용률,156414,8599,5.5
2007,경기도,화성시,당뇨병의료이용률,241524,11331,4.69
2007,경기도,광주시,당뇨병의료이용률,169233,8896,5.26
2007,경기도,양주시,당뇨병의료이용률,124213,7277,5.86
2007,경기도,포천시,당뇨병의료이용률,117402,7737,6.59
2007,경기도,여주군,당뇨병의료이용률,80449,5529,6.87
2007,경기도,연천군,당뇨병의료이용률,33536,2654,7.91
2007,경기도,가평군,당뇨병의료이용률,42261,3293,7.79
2007,경기도,양평군,당뇨병의료이용률,67531,5019,7.43
2007,강원도,춘천시,당뇨병의료이용률,189138,11242,5.94
2007,강원도,원주시,당뇨병의료이용률,213275,12564,5.89
2007,강원도,강릉시,당뇨병의료이용률,167955,9491,5.65
2007,강원도,동해시,당뇨병의료이용률,70142,4157,5.93
2007,강원도,태백시,당뇨병의료이용률,40831,2531,6.2
2007,강원도,속초시,당뇨병의료이용률,63119,3723,5.9
2007,강원도,삼척시,당뇨병의료이용률,56524,3448,6.1
2007,강원도,홍천군,당뇨병의료이용률,51975,3575,6.88
2007,강원도,횡성군,당뇨병의료이용률,34684,2504,7.22
2007,강원도,영월군,당뇨병의료이용률,32738,2259,6.9
2007,강원도,평창군,당뇨병의료이용률,35640,2431,6.82
2007,강원도,정선군,당뇨병의료이용률,35435,2396,6.76
2007,강원도,철원군,당뇨병의료이용률,33095,2410,7.28
2007,강원도,화천군,당뇨병의료이용률,14745,1243,8.43
2007,강원도,양구군,당뇨병의료이용률,14076,1053,7.48
2007,강원도,인제군,당뇨병의료이용률,21319,1424,6.68
2007,강원도,고성군,당뇨병의료이용률,24100,1648,6.84
2007,강원도,양양군,당뇨병의료이용률,22852,1435,6.28
2007,충청북도,청주시상당구,당뇨병의료이용률,184930,9046,4.89
2007,충청북도,청주시흥덕구,당뇨병의료이용률,267684,11135,4.16
2007,충청북도,충주시,당뇨병의료이용률,153817,9323,6.06
2007,충청북도,제천시,당뇨병의료이용률,105009,6377,6.07
2007,충청북도,청원군,당뇨병의료이용률,104047,5957,5.73
2007,충청북도,보은군,당뇨병의료이용률,29823,1972,6.61
2007,충청북도,옥천군,당뇨병의료이용률,44264,3164,7.15
2007,충청북도,영동군,당뇨병의료이용률,40955,2691,6.57
2007,충청북도,증평군,당뇨병의료이용률,22215,1305,5.87
2007,충청북도,진천군,당뇨병의료이용률,47523,2825,5.94
2007,충청북도,괴산군,당뇨병의료이용률,31843,2429,7.63
2007,충청북도,음성군,당뇨병의료이용률,68427,4359,6.37
2007,충청북도,단양군,당뇨병의료이용률,27061,1929,7.13
2007,충청남도,천안시,당뇨병의료이용률,381373,17140,4.49
2007,충청남도,공주시,당뇨병의료이용률,100755,6411,6.36
2007,충청남도,보령시,당뇨병의료이용률,84174,5218,6.2
2007,충청남도,아산시,당뇨병의료이용률,164544,9002,5.47
2007,충청남도,서산시,당뇨병의료이용률,110824,5688,5.13
2007,충청남도,논산시,당뇨병의료이용률,101380,7526,7.42
2007,충청남도,계룡시,당뇨병의료이용률,16508,825,5
2007,충청남도,금산군,당뇨병의료이용률,47296,3395,7.18
2007,충청남도,연기군,당뇨병의료이용률,64813,4310,6.65
2007,충청남도,부여군,당뇨병의료이용률,64099,4620,7.21
2007,충청남도,서천군,당뇨병의료이용률,51050,3786,7.42
2007,충청남도,청양군,당뇨병의료이용률,28085,2131,7.59
2007,충청남도,홍성군,당뇨병의료이용률,70764,4340,6.13
2007,충청남도,예산군,당뇨병의료이용률,72524,4992,6.88
2007,충청남도,태안군,당뇨병의료이용률,51507,3108,6.03
2007,충청남도,당진군,당뇨병의료이용률,97787,5378,5.5
2007,전라북도,전주시완산구,당뇨병의료이용률,253515,12535,4.94
2007,전라북도,전주시덕진구,당뇨병의료이용률,198958,9576,4.81
2007,전라북도,군산시,당뇨병의료이용률,197593,11927,6.04
2007,전라북도,익산시,당뇨병의료이용률,234612,13876,5.91
2007,전라북도,정읍시,당뇨병의료이용률,98145,6836,6.97
2007,전라북도,남원시,당뇨병의료이용률,71010,4218,5.94
2007,전라북도,김제시,당뇨병의료이용률,81388,5617,6.9
2007,전라북도,완주군,당뇨병의료이용률,66175,4147,6.27
2007,전라북도,진안군,당뇨병의료이용률,22539,1496,6.64
2007,전라북도,무주군,당뇨병의료이용률,20819,1330,6.39
2007,전라북도,장수군,당뇨병의료이용률,19873,1208,6.08
2007,전라북도,임실군,당뇨병의료이용률,26935,1785,6.63
2007,전라북도,순창군,당뇨병의료이용률,26233,1764,6.72
2007,전라북도,고창군,당뇨병의료이용률,50417,3777,7.49
2007,전라북도,부안군,당뇨병의료이용률,51407,4092,7.96
2007,전라남도,목포시,당뇨병의료이용률,176653,10329,5.85
2007,전라남도,여수시,당뇨병의료이용률,223058,13222,5.93
2007,전라남도,순천시,당뇨병의료이용률,194395,9599,4.94
2007,전라남도,나주시,당뇨병의료이용률,78264,5780,7.39
2007,전라남도,광양시,당뇨병의료이용률,97523,4272,4.38
2007,전라남도,담양군,당뇨병의료이용률,41178,2978,7.23
2007,전라남도,곡성군,당뇨병의료이용률,27556,1917,6.96
2007,전라남도,구례군,당뇨병의료이용률,23632,1733,7.33
2007,전라남도,고흥군,당뇨병의료이용률,67761,5649,8.34
2007,전라남도,보성군,당뇨병의료이용률,42815,3179,7.42
2007,전라남도,화순군,당뇨병의료이용률,56003,3636,6.49
2007,전라남도,장흥군,당뇨병의료이용률,35832,2694,7.52
2007,전라남도,강진군,당뇨병의료이용률,33826,2519,7.45
2007,전라남도,해남군,당뇨병의료이용률,67667,4918,7.27
2007,전라남도,영암군,당뇨병의료이용률,48131,3127,6.5
2007,전라남도,무안군,당뇨병의료이용률,49871,3502,7.02
2007,전라남도,함평군,당뇨병의료이용률,32061,2717,8.47
2007,전라남도,영광군,당뇨병의료이용률,47615,3820,8.02
2007,전라남도,장성군,당뇨병의료이용률,37214,2920,7.85
2007,전라남도,완도군,당뇨병의료이용률,46958,3188,6.79
2007,전라남도,진도군,당뇨병의료이용률,29374,2101,7.15
2007,전라남도,신안군,당뇨병의료이용률,39603,2819,7.12
2007,경상북도,포항시남구,당뇨병의료이용률,187806,8756,4.66
2007,경상북도,포항시북구,당뇨병의료이용률,190135,9414,4.95
2007,경상북도,경주시,당뇨병의료이용률,213446,12386,5.8
2007,경상북도,김천시,당뇨병의료이용률,109931,6163,5.61
2007,경상북도,안동시,당뇨병의료이용률,132875,8475,6.38
2007,경상북도,구미시,당뇨병의료이용률,278123,9673,3.48
2007,경상북도,영주시,당뇨병의료이용률,92154,5729,6.22
2007,경상북도,영천시,당뇨병의료이용률,84764,5865,6.92
2007,경상북도,상주시,당뇨병의료이용률,87650,5535,6.31
2007,경상북도,문경시,당뇨병의료이용률,61263,4377,7.14
2007,경상북도,경산시,당뇨병의료이용률,178974,9099,5.08
2007,경상북도,군위군,당뇨병의료이용률,23102,1608,6.96
2007,경상북도,의성군,당뇨병의료이용률,54024,4135,7.65
2007,경상북도,청송군,당뇨병의료이용률,23941,1670,6.98
2007,경상북도,영양군,당뇨병의료이용률,16667,1211,7.27
2007,경상북도,영덕군,당뇨병의료이용률,38529,2756,7.15
2007,경상북도,청도군,당뇨병의료이용률,39336,2808,7.14
2007,경상북도,고령군,당뇨병의료이용률,29403,1884,6.41
2007,경상북도,성주군,당뇨병의료이용률,38883,2453,6.31
2007,경상북도,칠곡군,당뇨병의료이용률,85564,4047,4.73
2007,경상북도,예천군,당뇨병의료이용률,41545,2963,7.13
2007,경상북도,봉화군,당뇨병의료이용률,30108,2145,7.12
2007,경상북도,울진군,당뇨병의료이용률,43917,2771,6.31
2007,경상북도,울릉군,당뇨병의료이용률,8382,543,6.48
2007,경상남도,창원시,당뇨병의료이용률,357583,12319,3.45
2007,경상남도,마산시,당뇨병의료이용률,326035,16200,4.97
2007,경상남도,진주시,당뇨병의료이용률,249712,11980,4.8
2007,경상남도,진해시,당뇨병의료이용률,101062,5078,5.02
2007,경상남도,통영시,당뇨병의료이용률,103369,5679,5.49
2007,경상남도,사천시,당뇨병의료이용률,86033,4963,5.77
2007,경상남도,김해시,당뇨병의료이용률,324001,13776,4.25
2007,경상남도,밀양시,당뇨병의료이용률,89699,5737,6.4
2007,경상남도,거제시,당뇨병의료이용률,147629,5945,4.03
2007,경상남도,양산시,당뇨병의료이용률,166880,7901,4.73
2007,경상남도,의령군,당뇨병의료이용률,26668,1909,7.16
2007,경상남도,함안군,당뇨병의료이용률,51246,3164,6.17
2007,경상남도,창녕군,당뇨병의료이용률,52107,3700,7.1
2007,경상남도,고성군,당뇨병의료이용률,45735,3042,6.65
2007,경상남도,남해군,당뇨병의료이용률,42401,3189,7.52
2007,경상남도,하동군,당뇨병의료이용률,42991,2679,6.23
2007,경상남도,산청군,당뇨병의료이용률,30257,2068,6.83
2007,경상남도,함양군,당뇨병의료이용률,33664,2043,6.07
2007,경상남도,거창군,당뇨병의료이용률,50480,2687,5.32
2007,경상남도,합천군,당뇨병의료이용률,45937,2925,6.37
2007,제주특별자치도,제주시,당뇨병의료이용률,294763,11896,4.04
2007,제주특별자치도,서귀포시,당뇨병의료이용률,117971,5735,4.86
2008,서울특별시,종로구,당뇨병의료이용률,137666,7950,5.77
2008,서울특별시,중구,당뇨병의료이용률,113637,6679,5.88
2008,서울특별시,용산구,당뇨병의료이용률,192722,10837,5.62
2008,서울특별시,성동구,당뇨병의료이용률,267187,15086,5.65
2008,서울특별시,광진구,당뇨병의료이용률,298328,13931,4.67
2008,서울특별시,동대문구,당뇨병의료이용률,305015,17977,5.89
2008,서울특별시,중랑구,당뇨병의료이용률,338017,18790,5.56
2008,서울특별시,성북구,당뇨병의료이용률,373703,20896,5.59
2008,서울특별시,강북구,당뇨병의료이용률,277055,16777,6.06
2008,서울특별시,도봉구,당뇨병의료이용률,291807,15863,5.44
2008,서울특별시,노원구,당뇨병의료이용률,462511,24117,5.21
2008,서울특별시,은평구,당뇨병의료이용률,359958,20597,5.72
2008,서울특별시,서대문구,당뇨병의료이용률,279691,15759,5.63
2008,서울특별시,마포구,당뇨병의료이용률,317326,16386,5.16
2008,서울특별시,양천구,당뇨병의료이용률,377263,17739,4.7
2008,서울특별시,강서구,당뇨병의료이용률,436754,22386,5.13
2008,서울특별시,구로구,당뇨병의료이용률,335347,16898,5.04
2008,서울특별시,금천구,당뇨병의료이용률,198500,10482,5.28
2008,서울특별시,영등포구,당뇨병의료이용률,329058,16963,5.16
2008,서울특별시,동작구,당뇨병의료이용률,324713,16049,4.94
2008,서울특별시,관악구,당뇨병의료이용률,438569,19871,4.53
2008,서울특별시,서초구,당뇨병의료이용률,325261,13522,4.16
2008,서울특별시,강남구,당뇨병의료이용률,453724,17388,3.83
2008,서울특별시,송파구,당뇨병의료이용률,483613,21127,4.37
2008,서울특별시,강동구,당뇨병의료이용률,362309,17342,4.79
